match_days,match_href,match_title,match_result,match_ground,match_location
2019-05-10,https://www.cricbuzz.com/live-cricket-scores/22066/vs-2nd-odi-afghanistan-tour-of-scotland-2019,"Scotland vs Afghanistan, 2nd ODI",Afghanistan won by 2 runs (D/L method) ,Grange Cricket Club,Edinburgh
2019-05-03,https://www.cricbuzz.com/cricket-scores/20843/vs-only-odi-england-tour-of-ireland-only-odi-2019,"IRELAND vs ENGLAND, Only ODI",England won by 4 wkts,The Village,Dublin
2019-05-03,https://www.cricbuzz.com/cricket-scores/20843/vs-only-odi-england-tour-of-ireland-only-odi-2019,"IRELAND vs ENGLAND, Only ODI",England won by 4 wkts,The Village,Dublin
2019-04-08,https://www.cricbuzz.com/cricket-scores/22505/vs-one-day-practice-match-uae-tour-of-zimbabwe-2019,"ZIMBABWE CHAIRMANS XI vs UNITED ARAB EMIRATES, One-day Practice Match",United Arab Emirates won by 5 wkts,Harare Sports Club,Harare
2019-04-08,https://www.cricbuzz.com/cricket-scores/22505/vs-one-day-practice-match-uae-tour-of-zimbabwe-2019,"ZIMBABWE CHAIRMANS XI vs UNITED ARAB EMIRATES, One-day Practice Match",United Arab Emirates won by 5 wkts,Harare Sports Club,Harare
2019-04-10,https://www.cricbuzz.com/cricket-scores/22445/vs-1st-odi-uae-tour-of-zimbabwe-2019,"ZIMBABWE vs UNITED ARAB EMIRATES, 1st ODI",Zimbabwe won by 7 wkts,Harare Sports Club,Harare
2019-04-12,https://www.cricbuzz.com/cricket-scores/22446/vs-2nd-odi-uae-tour-of-zimbabwe-2019,"ZIMBABWE vs UNITED ARAB EMIRATES, 2nd ODI",Zimbabwe won by 4 runs (Reduced to 32 overs due to rain - DLS method Target 181),Harare Sports Club,Harare
2019-04-14,https://www.cricbuzz.com/cricket-scores/22447/vs-3rd-odi-uae-tour-of-zimbabwe-2019,"ZIMBABWE vs UNITED ARAB EMIRATES, 3rd ODI",Zimbabwe won by 131 runs,Harare Sports Club,Harare
2019-04-16,https://www.cricbuzz.com/cricket-scores/22448/vs-4th-odi-uae-tour-of-zimbabwe-2019,"ZIMBABWE vs UNITED ARAB EMIRATES, 4th ODI",Zimbabwe won by 3 wkts (Reduced to 30 overs due to rain - DLS method Target 128),Harare Sports Club,Harare
2019-03-29,https://www.cricbuzz.com/cricket-scores/22436/vs-1st-match-spain-triangular-t20i-series-2019,"ESTONIA XI vs MALTA, 1st Match",Malta won by 13 runs,La Manga Club Bottom Ground,Cartagena
